year,season,discipline,startDate,endDate,organisingFederationCode,eventName,eventVenue,eventLevel,eventTypes,localOrganisers,region,information,eventorUrl,entryType,entryDeadlines,eventStatus,punchingSystem,websiteUrl,numberOfCompetitions,eventForm,competitionFormat,numberOfEntries,numberOfFemaleResults,numberOfMaleResults,numberOfUnknownGenderResults
,,FootO,,,ESP,Maximus O-Meeting (Middle),Valle de Iruela (Ávila - Spain),World Ranking Event,World Ranking Event,UltraMaximus; Maximus WinterOCamp,Europe,,https://eventor.orienteering.org/Events/Show/6473,Individual,2020-02-12 22:59:59,Completed,SportIdent,https://maximusocamp.com/mom-2020/,0,Individual,Middle,311,215,81,0
,,FootO,,,,High Level Event Seminar 2020,,,,,,,https://eventor.orienteering.org/Events/Show/6709,Individual,2020-01-10 23:59:59,Entries opened,SportIdent,,0,Individual,Long,46,0,0,0
,,FootO,,,ESP,Maximus O-Meeting (Sprint),Navaluenga (Ávila - Spain),World Ranking Event,World Ranking Event,UltraMaximus; Maximus WinterOCamp,Europe,,https://eventor.orienteering.org/Events/Show/6472,Individual,2020-02-12 22:59:59,Completed,SportIdent,https://maximusocamp.com/mom-2020/,0,Individual,Sprint,272,182,77,0
,,FootO,,,ESP,Maximus O-Meeting (Long),Navaluenga (Ávila - Spain),World Ranking Event,World Ranking Event,UltraMaximus; Maximus WinterOCamp,Europe,,https://eventor.orienteering.org/Events/Show/6471,Individual,2020-02-13 22:59:59,Completed,SportIdent,https://maximusocamp.com/mom-2020/,0,Individual,Long,298,201,80,0
,,SkiO,,,SWE,Junior World Ski Orienteering Championships 2020,,Major Event,Junior World Championships; World Ranking Event,Umea OK; SK Bjornen,Europe,From now sprint map area is open for skiing.,https://eventor.orienteering.org/Events/Show/6408,Individual,2019-12-09 21:59:59; 2020-02-05 21:59:59; 2020-02-19 12:00:59,Entries opened,Manual,http://umeaok.se/wcup2020/,4,Individual; Relay,Long; Middle; Sprint,116,0,0,0
,,SkiO,,,SWE,Ski Orienteering World Cup 2020,,Major Event,World Cup; World Ranking Event,Umea OK; SK Bjornen,Europe,From now sprint map area is open for skiing.,https://eventor.orienteering.org/Events/Show/6407,Individual,2019-12-09 21:59:59; 2020-02-05 22:59:59; 2020-02-19 13:00:59,Entries opened,Manual,http://umeaok.se/wcup2020/,4,Individual; Relay,Long; Middle; Sprint,140,0,0,0
,,SkiO,,,SWE,European Youth Ski Orienteering Championships 2020,,Major Event,Regional Championships,Umea OK; SK Bjornen,Europe,From now sprint map area is open for skiing.,https://eventor.orienteering.org/Events/Show/6409,Individual,2019-12-09 21:59:59; 2020-02-05 22:59:59; 2020-02-19 13:00:59,Entries opened,Manual,http://umeaok.se/wcup2020/,4,Individual; Relay,Long; Middle; Sprint,111,0,0,0
,,FootO,,,TUR,Antalya Training Competitions,Antalya,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6438,Individual,2020-02-15 14:00:59,Completed,SportIdent,http://www.eonorienteering.com,0,Individual,Long,55,42,13,0
,,FootO,,,TUR,Antalya Training Competitions,Antalya,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6436,Individual,2020-02-15 14:00:59,Completed,SportIdent,http://www.eonorienteering.com,0,Individual,Middle,56,45,16,0
,,FootO,,,ISR,Israel Open 2020 - day2,,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6511,Individual,2020-02-19 21:59:59,Entries opened,Manual,https://israelorienteering.org/championship-events/israel-open-championship-2020/,0,Individual,Long,0,0,0,0
,,FootO,,,TUR,Antalya Training Competitions,Antalya,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6437,Individual,2020-02-15 14:00:59,Completed,SportIdent,http://www.eonorienteering.com,0,Individual,Sprint,55,44,15,0
,,FootO,,,POR,Portugal O Meeting 2020,Santiago do Cacém,World Ranking Event,World Ranking Event,ADFA; COALA,Europe,,https://eventor.orienteering.org/Events/Show/6443,Individual,2020-02-10 23:59:59,Completed,SportIdent,http://www.pom.pt/2020/,0,Individual,Long,60,87,47,0
,,FootO,,,ESP,XXXII MURCIA COSTA CÁLIDA,Yecla (Región de Murcia),World Ranking Event,World Ranking Event,FORMurcia,Europe,Please make your entry through https://www.control200.com/ . We will periodically dump all entries to IOF Eventor.,https://eventor.orienteering.org/Events/Show/6452,Individual,2020-02-19 22:59:59,Completed,SportIdent,http://costacalidaorientacion.net,0,Individual,Long,138,82,35,0
,,FootO,,,ESP,XXXII MURCIA COSTA CÁLIDA,Yecla (Región de Murcia),World Ranking Event,World Ranking Event,FORMurcia,Europe,Please make your entry through https://www.control200.com/ . We will periodically dump all entries to IOF Eventor.,https://eventor.orienteering.org/Events/Show/6454,Individual,2020-02-19 22:59:59,Completed,SportIdent,http://costacalidaorientacion.net,0,Individual,Sprint,106,55,24,0
,,FootO,,,POR,Meeting Internacional de Orientação de Arraiolos 2020,"Santana do Campo, Arraiolos - Portugal",World Ranking Event,World Ranking Event,Gafanhori,Europe,,https://eventor.orienteering.org/Events/Show/6470,Individual,2020-02-18 23:59:59,Completed,SportIdent,http://www.gafanhori.pt,0,Individual,Middle,44,65,31,0
,,FootO,,,ESP,XXXII MURCIA COSTA CÁLIDA,Yecla (Región de Murcia),World Ranking Event,World Ranking Event,FORMurcia,Europe,Please make your entry through https://www.control200.com/ . We will periodically dump all entries to IOF Eventor.,https://eventor.orienteering.org/Events/Show/6453,Individual,2020-02-19 22:59:59,Completed,SportIdent,http://costacalidaorientacion.net,0,Individual,Middle,143,87,39,0
,,FootO,,,AUS,Melbourne Sprint Weekend WRE,"Overnewton College, Keilor, Melbourne",World Ranking Event,World Ranking Event,Orienteering Victoria,Oceania,Bulletin Two has been posted.,https://eventor.orienteering.org/Events/Show/6586,Individual,,Completed,SportIdent,http://www.vicorienteering.asn.au/msw,0,Individual,Sprint,0,71,45,0
,,FootO,,,ESP,Málaga Capital Europea del Deporte 2020,Málaga,World Ranking Event,World Ranking Event,COMA,Europe,Please make your entry through https://www.orienteeringonline.net/. IOF eventor is for Elite runners scoring for WRE,https://eventor.orienteering.org/Events/Show/6674,Individual,2020-02-21 22:59:59,Completed,SportIdent,http://www.clubcoma.org,0,Individual,Sprint,50,24,17,0
,,TrailO,,,JPN,15th Japan Trail Orienteering Championships,"Nogawa Koen, Osawa, Mitaka-shi, Tokyo, Japan",World Ranking Event,World Ranking Event,,Asia,"Sorry for very late publishing, we open the Bulletin 1 (English) on the web page.  If you have any questions, please inquire without hesitation.

As the new coronavirus epidemic was spreading we have been examining whether or not to hold the competition, we decided to hold the event in a reduced size, that is, only open-E-Class. We are very sorry and we hope you understand this measure to prevent the expansion of the new coronavirus infection. (4th March)",https://eventor.orienteering.org/Events/Show/6721,Individual,2020-02-22 15:00:59,Completed,Manual,https://orientokyo.jimdo.com/,0,Individual,PreO,2,17,1,0
,,SkiO,,,RUS,European Ski Orienteering Championships 2020,,Major Event,Regional Championships; World Cup; World Ranking Event,Khanty Mansiysk,Europe,"Note! Due to problems with the planned venue the event has moved to a new region in Russia. New Arena Center:
Khanty-Mansiysk, Western Sibiria at the Sport Center that staged IBU World Championships Biathlon 2011. A draft bulletin 1 has replaced the original bulletin 1. ",https://eventor.orienteering.org/Events/Show/6119,Individual,2020-01-08 18:59:59; 2020-01-09 18:58:59; 2020-02-28 18:58:59; 2020-03-07 07:00:59,Entries opened,Manual,http://www.esoc2020.ru,5,Individual; Relay,Long; Middle; Sprint,140,0,0,0
,,FootO,,,ESP,Málaga Capital Europea del Deporte 2020,Málaga,World Ranking Event,World Ranking Event,COMA,Europe,Please make your entry through https://www.orienteeringonline.net/. IOF eventor is for Elite runners scoring for WRE,https://eventor.orienteering.org/Events/Show/6675,Individual,2020-02-21 22:59:59,Completed,SportIdent,http:// www.clubcoma.org,0,Individual,Sprint,49,24,17,0
,,FootO,,,BRA,Copa Sul 2020,Ponta Grossa - Paraná,World Ranking Event,World Ranking Event,,South America,Entries open at: https://www.cbo.org.br/evento/749,https://eventor.orienteering.org/Events/Show/6543,Individual,2020-02-28 02:59:59,Completed,SportIdent,,0,Individual,Long,53,34,17,0
,,FootO,,,THA,[Online] Let's Go Thailand! Virtual Orienteering Competition,,National Event,National Event,,Asia,Prize sponsored by Str8 compass. Event includes Bangkok and Chiang Mai courses.,https://eventor.orienteering.org/Events/Show/6836,Individual,,Approved,Manual,https://orien.asia/letsgothailand,0,Individual,Long,0,0,0,0
,,TrailO,,,POR,[Online] Alentejo Virtual TempO,,National Event,National Event,,Europe,Here is the link to the bulletin that has all the important information about the event: https://drive.google.com/file/d/1y6qYUVzZT6cpVheYQfw9hPXWj5R0y7e2/view,https://eventor.orienteering.org/Events/Show/6834,Individual,,Approved,Manual,,0,Individual,TempO,0,0,0,0
,,TrailO,,,CZE,[Online] T.O.R.U.S CUP 2020,,National Event,National Event,,Europe,"The system to be used and account creation can be found on the WEB-link.
Detailed info on the events can be found on their facebook page.",https://eventor.orienteering.org/Events/Show/6831,Individual,,Approved,Manual,http://www.yq.cz/trail-o/TempO/TORUS/,0,Individual,Long,0,0,0,0
,,FootO; TrailO,,,ITA,[Online] MOOVID - Milano Orbital Orienteering  ,,National Event,National Event,,Europe,Online orienteering event with mass start and a total of 100 tasks: first part with 8 maps and StreetView questions (in English) - second part with 7 TempO stations,https://eventor.orienteering.org/Events/Show/6833,Individual,,Approved,Manual,http://www.remmaps.it/moovid/,0,Individual,Long,0,0,0,0
,,TrailO,,,ITA,{Online] ONE DAY IN VENICE,,National Event,National Event,,Europe,,https://eventor.orienteering.org/Events/Show/6838,Individual,,Approved,Manual,http://www.origalilei.it,0,Individual,Long,0,0,0,0
,,FootO,,,AUS,[Online] Minecraft-O Event 2,,National Event,National Event,,Oceania,"This is the second event in the Minecraft Orienteering series. This weekend we will be travelling to Venice, Italy to compete among the islands and canals of the beautiful city. Head to our website for more information. This event features full SIAir+ and live timing system, as well as a fully commentated livestream for those who want to watch. Check it out now!",https://eventor.orienteering.org/Events/Show/6835,Individual,,Approved,Manual,http://www.spurposting.com/minecraft,0,Individual,Long,0,0,0,0
,,TrailO,,,COL,[Online] Antioquia Trail-O virtual,,National Event,National Event,,South America,,https://eventor.orienteering.org/Events/Show/6832,Individual,,Approved,Manual,,0,Individual,Long,0,0,0,0
,,TrailO,,,COL,[Online] Santander Trail-O Virtual - Girón-Villa de los Caballeros ,,National Event,National Event,,South America,Liga Santandereana de Orientación,https://eventor.orienteering.org/Events/Show/6837,Individual,,Approved,Manual,https://docs.google.com/forms/d/e/1FAIpQLSeHJyBE_8lHvsnF1UQ6ZSBE8iUjH9aZHHKK-ZKIWhl5QTRb1w/viewform?usp=sf_link,0,Individual,Long,0,0,0,0
,,TrailO,,,HKG,[Online] 2020 HKOC Online TrailO – preO ,,National Event,National Event,,Asia,"The HKOC Online TrailO is a traditional preO. The course has 36 controls. 
Each control is an image from Google Street View with 1 to 5 flags imposed on. 
It is no need to pre-register and is free.
Link to start the competition?https://docs.google.com/forms/d/e/1FAIpQLSdR6ilTtNHRQJo1x3Cw5f9WDj4QqDjZscUSeuziGuULHbrO8w/viewform

Solution Maps will be published to HKOC Home page and Facebook on 14th June, 2020. 
Results will be published on 15th June ,2020.

",https://eventor.orienteering.org/Events/Show/6859,Individual,,Approved,Manual,http://www.hkoc.org ,0,Individual,PreO,0,0,0,0
,,TrailO,,,RUS,[Online] The Rock Labyrinth ,,National Event,National Event,,Europe,,https://eventor.orienteering.org/Events/Show/6839,Individual,,Approved,Manual,http://carabin.ru/calendar/events/570.html,0,Individual,PreO,0,0,0,0
,,TrailO,,,BRA,[Online] Virtual Trail-O COUFRJ: Landscapes Rio Tour,,National Event,National Event,,South America,"Online competition in the pre-O mode, with stations located in important tourist attractions in Rio de Janeiro.",https://eventor.orienteering.org/Events/Show/6860,Individual,,Approved,,,0,Individual,PreO,0,0,0,0
,,TrailO,,,TUR,[Online] Imagine-O,,National Event,National Event,,Europe,"The aim of the game is to find the control points marked on a Google street view using a map. Do not forget to read the rules before you start. Check “How to play” part.https://www.iog.org.tr/entrys.asp
Also you can join test event any time you want",https://eventor.orienteering.org/Events/Show/6869,Individual,,Approved,,https://www.iog.org.tr/entrys.asp,0,Individual,Long,0,0,0,0
,,TrailO,,,UKR,[Online] Historical Cup Dnipro Trail-O (PreO),,National Event,National Event,,Europe,,https://eventor.orienteering.org/Events/Show/6865,Individual,,Approved,,http://orienteering.dp.ua/2020/06/historical-cup-dnipro-trail-o-preo-21-????-june-?????-?????-???????-dnipropetrovsk-onlin/,0,Individual,PreO,0,0,0,0
,,FootO,,,TUR,[Online] Imagin-O,,National Event,National Event,,Europe,"The aim of the game is to find the control points marked on a Google street view using a map. 
The registration and rules are translated to English, find EN button at right up coner of the page.
Do not forget to check “How to play” part.https://www.iog.org.tr/entrys.asp
Also you can join test event any time you want.",https://eventor.orienteering.org/Events/Show/6870,Individual,,Approved,,https://www.iog.org.tr/entrys.asp,0,Individual,Long,0,0,0,0
,,TrailO,,,COL,[Online] Bogotá-Cundinamarca Trail-O Virtual,,National Event,National Event,,South America,"Registrations until June 24th, 2020, deadline 23:59 pm Colombia (GMT-5)",https://eventor.orienteering.org/Events/Show/6862,Individual,,Approved,,https://sites.google.com/view/trail-o-virtual/inicio-start,0,Individual,PreO,0,0,0,0
,,TrailO,,,HKG,[Online] 2020 HKOC Online TrailO – preO 2020 Series II – Explore the World Heritage,,National Event,National Event,,Asia,"The HKOC Online TrailO is a traditional preO. The course has 36 controls. 
Each control is an image from Google Street View with 1 to 5 flags imposed on. 
It is no need to pre-register and is free.
Link to start the competition?https://docs.google.com/forms/d/e/1FAIpQLSc9otRqw_UKOaI7BqYhaBYMfqIjQvyuaDZDaW4tCzO6kOIbIg/viewform
Solution Maps will be published to HKOC Home page and Facebook on 12th July, 2020. 
Results will be published on 13th July ,2020.
",https://eventor.orienteering.org/Events/Show/6876,Individual,,Approved,,http://www.hkoc.org ,0,Individual,Long,0,0,0,0
,,FootO,,,TUR,[Online] Imagin-O,,National Event,National Event,,Europe,"The aim of the game is to find the control points marked on a Google street view using a map. 
The registration and rules are translated to English, find EN button at right up coner of the page.
Do not forget to check “How to play” part.https://www.iog.org.tr/entrys.asp
Also you can join test event any time you want.",https://eventor.orienteering.org/Events/Show/6875,Individual,,Approved,,https://www.iog.org.tr/entrys.asp,0,Individual,Long,0,0,0,0
,,FootO,,,GBR,[Online] Lockdown Orienteering - Junior Event,,National Event,National Event,,Europe,This is a junior competition - adults can still take part but will get no results.,https://eventor.orienteering.org/Events/Show/6879,Individual,,Approved,,https://lockdownorienteering.com/junior-weekend-entry-information/  ,0,Individual,Long,0,0,0,0
,,TrailO,,,FIN,Finnish TrailO Championships - PreO,Sastamala,World Ranking Event,World Ranking Event,Suunta Sepot,Europe,,https://eventor.orienteering.org/Events/Show/6553,Individual,2020-08-05 20:59:59,Entries opened,Manual,http://www.suunta-sepot.fi,0,Individual,PreO,11,0,0,0
,,TrailO,,,ESP,[Online] XXXII Trophy Excmo. Ayto. Ciudad Real International TRAIL-O,,National Event,National Event,,Europe,,https://eventor.orienteering.org/Events/Show/6886,Individual,,Approved,,,0,Individual,PreO,0,0,0,0
,,TrailO,,,FIN,Finnish TrailO Championships - Tempo,Sastamala,World Ranking Event,World Ranking Event,Suunta Sepot,Europe,,https://eventor.orienteering.org/Events/Show/6552,Individual,2020-08-05 20:59:59,Entries opened,Manual,http://www.suunta-sepot.fi,0,Individual,TempO,10,0,0,0
,,FootO,,,FIN,"Grano Games, Sprint-O",Tampere city,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6888,Individual,2020-08-17 20:59:59,Completed,Emit,https://tampereenpyrinto.fi/suunnistus/ ,0,Individual,Sprint,0,39,27,0
,,FootO,,,FIN,Finnish Championship Middle Distance,,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6885,Individual,2020-08-20 20:59:59,Completed,Emit,https://suuntajyvaskyla.fi/kilpailut/sm-keskimatka-2020/,0,Individual,Middle,3,162,114,0
,,FootO,,,SUI,Test race II,Rifugio Lago Ritom,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6903,Individual,,Completed,SportIdent,https://www.swiss-orienteering.ch/de/leistungssport/ol/selektionsbestimmungen-ol.html,0,Individual,Long,0,22,13,0
,,FootO,,,BLR,Belarus Sprint Orienteering Championships,Grodno city,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6884,Individual,2020-08-27 20:59:59,Completed,SportIdent,http://bsoc2020.tilda.ws,0,Individual,Sprint,65,60,45,0
,,FootO,,,SUI,8. Nationaler OL (Middle),,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6917,Individual,,Completed,SportIdent,https://eigenthal2020.olv-luzern.ch/en,0,Individual,Middle,0,59,26,0
,,FootO,,,SUI,Schweizermeisterschaft Sprint OL (Sprint),Kreuzlingen,World Ranking Event,World Ranking Event,OL Amriswil,Europe,,https://eventor.orienteering.org/Events/Show/6901,Individual,,Completed,SportIdent,https://www.spm2020.ch/home/ausschreibung,0,Individual,Sprint,0,74,41,0
,,MTBO,,,FIN,EMTBOC Open WRE Finland 2020 - Sprint,Lahti - Heinola,World Ranking Event,World Ranking Event,Lahden Taimi; SOC Asikkala,Europe,"Bulletin 3 published.

Registrations to canceled WMMTBOC 2020 aren't transferred automatically to start lists in the national races and ultra long distance race. Contact info (at) 2020mtbo.fi if you're transferring your registration to the other events.",https://eventor.orienteering.org/Events/Show/6909,Individual,2020-09-06 20:59:59,Completed,Emit,https://www.2020mtbo.fi/,0,Individual,Sprint,14,21,12,0
,,MTBO,,,FIN,EMTBOC Open WRE Finland 2020 - Middle,Lahti - Heinola,World Ranking Event,World Ranking Event,Lahden Taimi; SOC Asikkala,Europe,"Bulletin 3 published.

Registrations to canceled WMMTBOC 2020 aren't transferred automatically to start lists in the national races and ultra long distance race. Contact info (at) 2020mtbo.fi if you're transferring your registration to the other events.",https://eventor.orienteering.org/Events/Show/6908,Individual,2020-09-06 20:59:59,Completed,Emit,https://www.2020mtbo.fi/,0,Individual,Middle,14,21,13,0
,,FootO,,,FIN,Finnish Championship Long Distance,"Vuorijärvi, Siikainen, Finland",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6566,Individual,2020-09-03 20:59:59,Completed,Emit,http://www.kansu.fi/sm2020,0,Individual,Long,2,136,79,0
,,FootO,,,ITA,Campionato Italiano Sprint,Sestriere,World Ranking Event,World Ranking Event,GS Pavione,Europe,,https://eventor.orienteering.org/Events/Show/6873,Individual,2020-09-07 22:01:59,Completed,SportIdent,https://www.fiso.it/gara/202014,0,Individual,Sprint,4,53,28,0
,,FootO,,,SUI,Schweizermeisterschaft Landgdistanz OL,Steinmaur,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6902,Individual,,Completed,SportIdent,http://lom2020.kapreolo.ch/,0,Individual,Long,0,47,24,0
,,FootO,,,DEN,DM Lang,Aabenraa Syd,World Ranking Event,World Ranking Event,OK Syd,Europe,,https://eventor.orienteering.org/Events/Show/6639,Individual,2020-09-06 21:59:59,Completed,SportIdent,https://oksyd.dk/arrangementer/2020/dm-lang.html,0,Individual,Long,50,33,15,0
,,FootO,,,ITA,Campionato Italiano Long Distance,,World Ranking Event,World Ranking Event,US Primiero ASD,Europe,,https://eventor.orienteering.org/Events/Show/6794,Individual,2020-09-07 21:59:59,Completed,SportIdent,https://www.fiso.it/gara/202015,0,Individual,Long,6,33,18,0
,,FootO,,,FIN,Finnish Championships in Sprint Orienteering,"Salo, Finland",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6594,Individual,2020-09-10 20:59:59,Completed,Emit,http://www.angelniemenankkuri.com/index.php?page=sm-sprintti_2020/index,0,Individual,Sprint,1,127,77,0
,,FootO,,,EST,Suunto Games in Estonia,"Lindora, Võru county",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6883,Individual,2020-09-10 20:59:59; 2020-09-22 07:00:59,Completed,SportIdent,https://www.okvoru.ee/suuntogames2020/,0,Individual,Long,18,16,13,0
,,FootO,,,EST,Suunto Games in Estonia,"Lindora, Võru county",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6882,Individual,2020-09-10 20:59:59; 2020-09-22 07:00:59,Completed,SportIdent,https://www.okvoru.ee/suuntogames2020/,0,Individual,Middle,10,16,12,0
,,FootO,,,ITA,Campionato Italiano Middle,Madonna di Campiglio,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6874,Individual,,Completed,SportIdent,,0,Individual,Middle,0,47,20,0
,,FootO,,,SRB,Beograd-Open-2020,,World Ranking Event,World Ranking Event,AOK Kosutnjak,Europe,,https://eventor.orienteering.org/Events/Show/6935,Individual,2020-10-01 21:59:59,Completed,SportIdent,,0,Individual,Sprint,14,8,7,0
,,TrailO,,,CZE,[Online] T.O.R.U.S. Cup Autumn 2020,,,,Matfyz Praha,Europe,Registration by mailto: temposim@yq.cz,https://eventor.orienteering.org/Events/Show/6994,Individual,,Approved,,http://www.yq.cz/trail-o/TempO/TORUS,0,Individual,Long,0,0,0,0
,,TrailO,,,ITA,Siben Trail-O Cup 2020,"Cesuna - Boscon, Asiago area",World Ranking Event,World Ranking Event,Asiago 7 Comuni SOK,Europe,,https://eventor.orienteering.org/Events/Show/6687,Individual,2020-10-04 21:59:59,Completed,Manual,http://www.asiago7comunisok.eu/sibentrailocup/,0,Individual,TempO,32,25,7,0
,,TrailO,,,ITA,Siben Trail-O Cup 2020,"Rogabisa, Asiago area",World Ranking Event,World Ranking Event,Asiago 7 Comuni SOK,Europe,,https://eventor.orienteering.org/Events/Show/6688,Individual,2020-10-04 21:59:59,Completed,Manual,http://www.asiago7comunisok.eu/sibentrailocup/,0,Individual,PreO,29,25,7,0
,,TrailO,,,FIN,FinTrailO TempO,"Turku, Finland",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6598,Individual,2020-10-11 20:59:59; 2020-10-14 20:59:59,Entries opened,Manual,http://www.tume.fi/fintrailo2020/,0,Individual,TempO,3,0,0,0
,,TrailO,,,FIN,FinTrailO PreO,"Turku, Finland",World Ranking Event,World Ranking Event,Turun Metsankavijat ,Europe,,https://eventor.orienteering.org/Events/Show/6599,Individual,2020-10-11 20:59:59; 2020-10-13 21:00:59; 2020-10-14 20:59:59,Entries opened,Emit,http://www.tume.fi/fintrailo2020/,0,Individual,PreO,3,0,0,0
,,FootO,,,ITA,Coppa Italia Long Distance 12^ pr.,Doganaccia,World Ranking Event,World Ranking Event,IKP Prato,Europe,Sport-Ident Air+ contactless system is used,https://eventor.orienteering.org/Events/Show/6539,Individual,2020-10-10 21:59:59,Completed,SportIdent,https://www.ikprato.com/index.php/it/events/doganaccia1,0,Individual,Long,0,28,12,0
,,FootO,,,NZL,New Zealand Long Distance Orienteering Championship 2020,Santoft Forest - Manawatu,World Ranking Event,World Ranking Event,,Oceania,,https://eventor.orienteering.org/Events/Show/6894,Individual,,Completed,SportIdent,https://events.orienteering.org.nz/nationals/,0,Individual,Long,0,12,12,0
,,FootO,,,NZL,New Zealand Middle Distance Orienteering Championship 2020,Waitarere Forest - Horowhenua,World Ranking Event,World Ranking Event,,Oceania,,https://eventor.orienteering.org/Events/Show/6895,Individual,,Completed,SportIdent,https://events.orienteering.org.nz/nationals/,0,Individual,Middle,0,20,13,0
,,FootO,,,SRB,Metropolis of South East Europe 2020,,World Ranking Event,World Ranking Event,PSK Pobeda,Europe,,https://eventor.orienteering.org/Events/Show/6995,Individual,2020-10-26 22:59:59,Completed,SportIdent,https://www.pdpobeda.rs/orijentiring/memorial/,0,Individual,Middle,11,6,4,0
,,FootO,,,JPN,WMG/WMOC2021 Kansai Pre-event Three days,,World Ranking Event,World Ranking Event,,Asia,,https://eventor.orienteering.org/Events/Show/7010,Individual,2020-09-30 14:59:59,Completed,SportIdent,https://wmoc2021.jp,0,Individual,Middle,0,69,17,0
,,FootO,,,JPN,WMG/WMOC2021 Kansai Pre-event Three days,,World Ranking Event,World Ranking Event,,Asia,,https://eventor.orienteering.org/Events/Show/7011,Individual,2020-09-30 14:59:59,Completed,SportIdent,https://wmoc2021.jp,0,Individual,Middle,0,65,14,0
,,TrailO,,,RUS,[Online] The Rock Labyrinth ,,,,,Europe,"Entry: https://docs.google.com/forms/d/1_TKhvxP4X8Ra-2B-R2g7ewrdTUeueiT4QZMVMyeLGbs/viewform?edit_requested=true
Start place: https://docs.google.com/forms/d/1UUdbFnzUCKuosKXlJYnA25jOQs1kcJparnrIpqpJ_lk/edit?usp=sharing
",https://eventor.orienteering.org/Events/Show/7020,Individual,,Approved,,http://carabin.ru/calendar/events/574.html,0,Individual,PreO,0,0,0,0
,,FootO; TrailO,,,CZE,[Online] TORUS Advent Calendar 2020,,National Event,National Event,,Europe,,https://eventor.orienteering.org/Events/Show/7084,Individual,,Approved,,http://torus.yq.cz/,0,Individual,Long,0,0,0,0
,,SkiO,,,RUS,Championship of Russia,"PERM region, Gornozavodsk",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7023,Individual,2020-12-16 18:59:59,Completed,SportIdent,,0,Individual,Long,79,42,33,0
,,SkiO,,,RUS,Championship of Russia,"PERM region, Gornozavodsk",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7024,Individual,2020-12-16 18:59:59,Completed,SportIdent,http://o-perm.ru,0,Individual,Middle,76,42,33,0
,,TrailO,,,ITA,[Online] TOREMOOS,,,,,Europe,,https://eventor.orienteering.org/Events/Show/7144,Individual,,Approved,,http://www.remmaps.it/toremoos/ ,0,Individual,Long,0,0,0,0
,,SkiO,,,RUS,Cup of Russia,"Bashkortostan region, Oktyabrsky",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7025,Individual,2021-01-14 17:59:59,Completed,SportIdent,http://o-bash.ru,0,Individual,Long,55,31,22,0
,,SkiO,,,RUS,Cup of Russia,"Bashkortostan region, Oktyabrsky",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7026,Individual,2021-01-15 17:59:59,Completed,SportIdent,http://o-bash.ru,0,Individual,Sprint,55,31,22,0
,,SkiO,,,NOR,VM uttak og NM-langdistanse,Natrudstilen,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7000,Individual,,Completed,Emit,,0,Individual,Middle,0,12,12,0
,,SkiO,,,NOR,VM uttak mellomdistanse,Natrudstilen,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7001,Individual,,Completed,Emit,,0,Individual,Long,0,14,13,0
,,TrailO,,,SVK,[Online] Central European TORUS Training Week 2021,,National Event,National Event,,Europe,"The training week is organized by Central European (Czech, Slovak and German) course setters. The trainings are part of TORUS series (http://torus.yq.cz/).",https://eventor.orienteering.org/Events/Show/7160,Individual,,Approved,Manual,http://torus.yq.cz/,0,Individual,Long,0,0,0,0
,,FootO,,,SUI,[Online] UNOFFICIAL 7th WOC in Catching Features,,National Event,National Event,Switzerland,,"Read more on orienteering.sport: https://orienteering.sport/unofficial-7th-woc-in-catching-features-starts-now/
",https://eventor.orienteering.org/Events/Show/7169,Individual,,Approved,Manual,https://cfwoc2021.trainingsharp.com/,0,Individual,Long,0,0,0,0
,,SkiO,,,NOR,NM mellomdistanse,Sjusjøen,World Ranking Event,World Ranking Event,OL TotenTroll,Europe,,https://eventor.orienteering.org/Events/Show/6998,Individual,,Completed,Emit,,0,Individual,Middle,0,17,17,0
